species,metric,scheme,source_url,retrieved_at,fallback_used,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper
Burkholderia gladioli,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,390,63.38,300
Burkholderia mallei,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,94,,100,100
Burkholderia mallei,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,6,0.53,3
Burkholderia mallei,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,67.89,68.52,67.95,68.31
Burkholderia mallei,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5200000,7400000,6900000,7400000
Burkholderia mallei,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,26000,,36000,244486.26
Burkholderia mallei,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4700,6400,5800,6300
Burkholderia mallei,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,108972.44,828259.16
Burkholderia mallei,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,620,128.44,480
Burkholderia multivorans,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,96,,99,100
Burkholderia multivorans,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,4,0,1
Burkholderia multivorans,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,66.54,67.47,66.77,67.45
Burkholderia multivorans,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6000000,7300000,6100000,6900000
Burkholderia multivorans,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,22000,,31000,637145.45
Burkholderia multivorans,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5300,6700,5500,6500
Burkholderia multivorans,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,106995.05,1406411
Burkholderia multivorans,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,710,42.25,620
Burkholderia orbicola,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,99,,99,100
Burkholderia orbicola,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,3,0.01,3
Burkholderia orbicola,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,66.48,67.19,66.58,67.14
Burkholderia orbicola,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6400000,8100000,6700000,8000000
Burkholderia orbicola,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,8000,,10000,1039725.2
Burkholderia orbicola,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5700,8100,6200,7900
Burkholderia orbicola,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,67952.2,2087166.4
Burkholderia orbicola,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,1800,18,1520
Burkholderia stagnalis,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,99,,99,100
Burkholderia stagnalis,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,2,0.11,2
Burkholderia stagnalis,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,67.21,67.76,67.33,67.75
Burkholderia stagnalis,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,7400000,8200000,7500000,8100000
Burkholderia stagnalis,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,129000,,153000,356798.72
Burkholderia stagnalis,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6600,7300,6600,7200
Burkholderia stagnalis,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,360558.44,1038485.24
Burkholderia stagnalis,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,240,87.64,220
Burkholderia ubonensis,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,98,,99,100
Burkholderia ubonensis,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,3,0.04,2
Burkholderia ubonensis,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,66.78,67.55,66.84,67.52
Burkholderia ubonensis,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6300000,8300000,7000000,8100000
Burkholderia ubonensis,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,97000,,128000,358671.32
Burkholderia ubonensis,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5700,7600,6200,7400
Burkholderia ubonensis,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,313090.52,929939.84
Burkholderia ubonensis,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,330,68.72,260
Burkholderia vietnamiensis,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,98,,100,100
Burkholderia vietnamiensis,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,3,0,2
Burkholderia vietnamiensis,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,66.28,67.44,66.4,67.35
Burkholderia vietnamiensis,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6100000,7700000,6200000,7600000
Burkholderia vietnamiensis,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,52000,,66000,292460.7
Burkholderia vietnamiensis,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5500,7100,5600,7000
Burkholderia vietnamiensis,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,180911.6,871756.2
Burkholderia vietnamiensis,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,350,82.7,280
Campylobacter coli,Completeness_Specific,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,94,,99,99.99
Campylobacter coli,Contamination,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,,13,0.01,1
Campylobacter coli,GC_Content,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,30,32,31,31
Campylobacter coli,Genome_Size,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,1600000,2200000,1600000,1800000
Campylobacter coli,N50,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,31000,,32000,260968.54
Campylobacter coli,Total_Coding_Sequences,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,1600,2400,1600,2000
Campylobacter coli,longest,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,,,92578.17,399269.33
Campylobacter coli,no_of_contigs,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,,120,20,110
Campylobacter concheus,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,99,,100,100
Campylobacter concheus,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,1,0.01,1
Campylobacter concheus,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,29.34,29.94,29.39,29.89
Campylobacter concheus,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,1400000,1700000,1400000,1700000
Campylobacter concheus,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,38000,,56000,210671.2
Campylobacter concheus,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,1400,1800,1400,1700
Campylobacter concheus,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,113558.85,426845.05
Campylobacter concheus,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,110,20.73,100
Campylobacter fetus,Completeness_Specific,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,91,,99,99.99
Campylobacter fetus,Contamination,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,,8,0.05,2
Campylobacter fetus,GC_Content,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,32,33.46,33.01,33.27
Campylobacter fetus,Genome_Size,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,1700000,2200000,1700000,2000000
Campylobacter fetus,N50,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,59000,,82000,319144.82
Campylobacter fetus,Total_Coding_Sequences,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,1700,2400,1700,2100
Campylobacter fetus,longest,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,,,156291.18,727180.05
Campylobacter fetus,no_of_contigs,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,,120,26,110
Campylobacter hyointestinalis,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,99,,99,99.99
Campylobacter hyointestinalis,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,2,0.03,1
Campylobacter hyointestinalis,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,33.32,34.44,33.81,34.42
Campylobacter hyointestinalis,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,1600000,2000000,1600000,1900000
Campylobacter hyointestinalis,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,49000,,56000,553976.28
Campylobacter hyointestinalis,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,1700,2100,1700,2100
Campylobacter hyointestinalis,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,106341.36,694479.4
Campylobacter hyointestinalis,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,90,10.12,80
Campylobacter jejuni,Completeness_Specific,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,95,,99,100
Campylobacter jejuni,Contamination,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,,10,0.01,4
Campylobacter jejuni,GC_Content,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,30,31,30,31
Campylobacter jejuni,Genome_Size,qualibact-v1.1,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,False,1500000,2100000,1600000,1900000
